Sr_No,Date_dd/mm/yyyy,Startup_Name,Industry_Vertical,SubVertical,Country,City_Location,Investors_Name,Investment_Type,Amount_in_USD,Currency,Remarks
612,25/09/2022,ZenSync,AI,Computer Vision,China,Beijing,Accel; SOSV,Seed,786262,USD,Down round
613,4/6/2024,SyncLabs,E-commerce,Marketplaces,Germany,Berlin,Falcon Edge; Elevation Capital,Pre-Seed,61616,USD,Operational
614,29/06/2021,ZenByte,AI,Computer Vision,Netherlands,Amsterdam,DST Global; 500 Startups; Y Combinator,Series A,9944000,USD,Active
615,27/09/2015,PeakByte,Healthtech,MedDevices,USA,San Francisco,DST Global,Venture Debt,30157000,USD,Series delayed
616,30/12/2021,GridCore,Biotech,Bioinformatics,Germany,Berlin,DST Global,Series B,65178000,USD,Operational
617,18/03/2016,NovaForge,AgriTech,PrecisionAg,Netherlands,Amsterdam,PayPal Ventures,Series B,13486000,USD,Product pivot
618,22/09/2017,ByteByte,SaaS,MarTech,Brazil,São Paulo,DST Global,Seed,3632000,USD,Follow-on expected
619,7/4/2018,NovaOrbit,Biotech,Diagnostics,Australia,Sydney,Khosla Ventures,Series A,6886000,USD,Bankruptcy proceeding
620,8/3/2022,ZenMint,Edtech,K12,India,Mumbai,Lightspeed,Series A,3832000,USD,Down round
621,4/2/2020,SparkSync,CleanTech,EV Infrastructure,South Africa,Johannesburg,Bessemer Venture Partners; PayPal Ventures,Series A,13263000,USD,Active
622,28/06/2019,NovaLoop,SaaS,Analytics,Mexico,Mexico City,PayPal Ventures; SOSV,Seed,4133000,USD,Active
623,26/03/2017,FluxLink,Fintech,Payments,Israel,Tel Aviv,Matrix Partners; Sequoia Capital,Seed,1731000,USD,Down round
624,27/03/2015,EdgeCoreHarbor,Edtech,Test Prep,Nigeria,Lagos,Benchmark,Seed,1744000,USD,Acquired
625,6/11/2024,ZenLabsEdge,SaaS,DevTools,Japan,Tokyo,IDG Capital; DST Global,Seed,3224000,USD,Follow-on expected
626,31/07/2024,FluxEdgeMint,SaaS,Analytics,France,Paris,SoftBank Vision Fund; Sequoia Capital; DST Global,Seed,3703000,USD,Down round
627,11/4/2020,ForgeZenLink,E-commerce,D2C,Brazil,São Paulo,SOSV,M&A,952157000,USD,Acquired by LogiX
628,19/07/2020,CloudBridge,Logistics,ColdChain,Singapore,Singapore,General Catalyst,Seed,3236000,USD,Acquired by Strategic
629,7/6/2018,CoreBridge,AgriTech,PrecisionAg,India,Bengaluru,SoftBank Vision Fund,Seed,1803000,USD,Follow-on expected
630,19/07/2021,GridOrbit,AI,Robotics,Nigeria,Lagos,IDG Capital,Seed,804879,USD,Bankruptcy proceeding
631,15/08/2017,HarborZen,CleanTech,WasteTech,South Korea,Seoul,Norwest; Angel: L. Wang,Series A,18695000,USD,Exited - IPO
632,29/09/2018,PeakMint,E-commerce,Marketplaces,Canada,Toronto,Matrix Partners; Angel: R. Sharma,IPO,261332000,USD,Bridge round
633,4/2/2015,FluxLoop,Gaming,Game Tools,India,Bengaluru,Seedcamp; SOSV; Founders Fund,Series B,28504000,USD,Acquired by Strategic
634,27/04/2020,OrbitBridge,AgriTech,PrecisionAg,UAE,Dubai,SoftBank Vision Fund; SOSV,Series B,30036000,USD,Series delayed
635,2/12/2019,LumenNova,CleanTech,EV Infrastructure,UK,London,Seedcamp,Seed,1676000,USD,Exited - IPO
636,10/6/2023,SeedLumen,Edtech,Test Prep,India,Bengaluru,Bessemer Venture Partners,Series A,13900000,USD,Bridge round
637,8/6/2021,CorePulse,Fintech,Payments,Israel,Tel Aviv,DST Global,Seed,2870000,USD,Acquired by Strategic
638,27/07/2022,LinkByteSeed,Biotech,Genomics,UAE,Dubai,Elevation Capital; Khosla Ventures; Tiger Global,Seed,4877000,USD,Bankruptcy proceeding
639,17/11/2020,GridByte,Edtech,Upskilling,UK,London,SoftBank Vision Fund,Venture Debt,26397000,USD,Exited - IPO
640,9/10/2015,PulseEdge,Edtech,Test Prep,South Korea,Seoul,Bessemer Venture Partners,Series A,5716000,USD,Down round
641,23/02/2020,PulseNova,Gaming,Cloud Gaming,Singapore,Singapore,IDG Capital,Series B,51650000,USD,Follow-on expected
642,25/03/2018,GridLoopSeed,Biotech,Genomics,Brazil,São Paulo,500 Startups; Falcon Edge; Angel: A. Kapoor,Seed,4875000,USD,Product pivot
643,18/05/2021,CoreSeed,Biotech,Genomics,South Korea,Seoul,Chiratae,Seed,3725000,USD,Active
644,12/8/2019,LabsLoopZen,Edtech,Test Prep,Nigeria,Lagos,SOSV; Lightspeed,Seed,659888,USD,Acquired
645,11/4/2019,VaultCore,AI,Generative AI,Japan,Tokyo,500 Startups; Angel: L. Wang,Seed,1840000,USD,Down round
646,4/3/2020,ZenLumen,Fintech,Insurtech,Germany,Berlin,SOSV,Series B,28318000,USD,Partnership announced
647,26/12/2016,LabsLumen,CleanTech,Solar,UAE,Dubai,Accel,Growth,471810000,USD,Product pivot
648,16/12/2019,ByteHarborOrbit,Healthtech,Telemedicine,Canada,Toronto,Seedcamp; Angel: R. Sharma,Seed,3104000,USD,Partnership announced
649,9/8/2023,SyncLoop,Gaming,Mobile Games,China,Beijing,Accel; Angel: L. Wang,Series B,69591000,USD,Down round
650,22/11/2024,PeakLink,Fintech,Lending,India,Bengaluru,Chiratae; Tiger Global,M&A,362976000,USD,Acquired by HealthSys
651,9/3/2016,MintLink,AI,Robotics,Nigeria,Lagos,Norwest; Bessemer Venture Partners; Y Combinator,Series B,37799000,USD,Active
652,20/02/2019,ZenPulse,AI,Computer Vision,China,Beijing,Benchmark,Seed,1946000,USD,Acquired by Strategic
653,28/01/2022,CorePeakSeed,AgriTech,FarmTech,Germany,Berlin,Y Combinator,Series B,33013000,USD,Follow-on expected
654,8/3/2022,SyncOrbitBridge,Gaming,Game Tools,UAE,Dubai,Falcon Edge; 500 Startups,Seed,248048,USD,Product pivot
655,24/09/2017,ZenByteEdge,SaaS,HRTech,Mexico,Mexico City,SOSV,Series C,96602000,USD,Exited - IPO
656,10/8/2025,VaultMint,SaaS,MarTech,China,Beijing,SOSV,Seed,417984,USD,Follow-on expected
657,21/03/2023,MintSync,Gaming,Mobile Games,Brazil,São Paulo,Khosla Ventures; Accel,Series C,252744000,USD,Down round
658,25/01/2015,SparkZen,Gaming,Esports,India,Mumbai,Blume Ventures,Series B,61202000,USD,Down round
659,12/10/2019,GridFluxLink,Edtech,Upskilling,Israel,Tel Aviv,Lightspeed; SoftBank Vision Fund,Seed,4704000,USD,Product pivot
660,2/9/2024,ZenLoop,Biotech,Genomics,Mexico,Mexico City,Elevation Capital,Seed,2494000,USD,Acquired by Strategic
661,17/10/2019,FluxForge,CleanTech,WasteTech,South Korea,Seoul,General Catalyst; Accel,Series A,16544000,USD,Series delayed
662,22/10/2015,EdgeSeed,Edtech,Test Prep,China,Beijing,Founders Fund,Series A,17220000,USD,Operational
663,18/07/2025,VaultLoop,SaaS,HRTech,India,Bengaluru,General Catalyst; Norwest,Growth,412114000,USD,Acquired by Strategic
664,23/07/2023,CloudVault,Gaming,Mobile Games,South Korea,Seoul,Falcon Edge,Venture Debt,8854000,USD,Exited - IPO
665,28/01/2022,PeakNovaSeed,CleanTech,EV Infrastructure,USA,San Francisco,SoftBank Vision Fund; General Catalyst; Angel: S. Gupta,Series B,66914000,USD,Partnership announced
666,24/03/2022,CoreCoreSeed,E-commerce,Logistics,Israel,Tel Aviv,Blume Ventures; Accel; Y Combinator,Seed,4951000,USD,Bankruptcy proceeding
667,23/12/2020,CoreBridgeFlux,Healthtech,MedDevices,South Korea,Seoul,Khosla Ventures,Seed,3681000,USD,Product pivot
668,23/05/2023,SeedFlux,Healthtech,Telemedicine,South Africa,Johannesburg,Benchmark; SOSV,Series C,214894000,USD,Active
669,1/11/2019,LinkLoop,CleanTech,Energy Storage,Germany,Berlin,Elevation Capital,Seed,3605000,USD,Follow-on expected
670,30/08/2015,LinkPulseCloud,SaaS,Analytics,Singapore,Singapore,Lightspeed,Series A,5699000,USD,Acquired by Strategic
671,26/07/2021,SparkSpark,AgriTech,PrecisionAg,Singapore,Singapore,Benchmark; Angel: A. Kapoor,Seed,818962,USD,Partnership announced
672,18/11/2023,CoreForge,Fintech,Payments,Canada,Toronto,Sequoia Capital; Y Combinator,Series C,33880000,USD,Series delayed
673,15/07/2018,LoopPeak,E-commerce,Logistics,UAE,Dubai,Chiratae,Series C,260561000,USD,Acquired by Strategic
674,14/05/2024,NovaForge,Fintech,Insurtech,Netherlands,Amsterdam,Seedcamp,Series C,31656000,USD,Acquired
675,26/02/2022,NovaHarbor,E-commerce,D2C,France,Paris,Chiratae,Series A,17945000,USD,Exited - IPO
676,12/6/2025,PeakSeed,AI,Generative AI,India,Mumbai,Tiger Global; Matrix Partners,Series B,63709000,USD,Acquired
677,7/6/2016,ZenFlux,E-commerce,D2C,Israel,Tel Aviv,Seedcamp,Growth,490425000,USD,Partnership announced
678,3/8/2025,SeedZenLabs,CleanTech,Solar,Japan,Tokyo,SoftBank Vision Fund; Lightspeed,IPO,1085449000,USD,Acquired by Strategic
679,2/9/2025,LabsPeakEdge,Fintech,Neobanking,Netherlands,Amsterdam,Benchmark,Venture Debt,19314000,USD,Series delayed
680,25/03/2019,VaultVaultVault,CleanTech,Energy Storage,Netherlands,Amsterdam,DST Global; Tiger Global,Growth,329223000,USD,Acquired by Strategic
681,22/04/2023,PulseVaultLabs,Logistics,ColdChain,India,Mumbai,Y Combinator,Seed,1070000,USD,Bankruptcy proceeding
682,9/5/2019,MintLoop,AI,Generative AI,South Africa,Johannesburg,Founders Fund,Series B,51715000,USD,Partnership announced
683,9/8/2020,GridEdgeForge,Edtech,Upskilling,Germany,Berlin,Khosla Ventures,Series A,17455000,USD,Bridge round
684,28/01/2022,SparkFlux,Gaming,Mobile Games,Mexico,Mexico City,Y Combinator; Benchmark; Seedcamp,Seed,4314000,USD,Product pivot
685,9/5/2025,SparkVault,Fintech,Insurtech,Israel,Tel Aviv,SoftBank Vision Fund; Seedcamp,Growth,133072000,USD,Acquired by Strategic
686,1/7/2023,CoreZen,Gaming,Esports,India,Bengaluru,General Catalyst,Series A,13322000,USD,Series delayed
687,10/8/2015,FluxGridHarbor,E-commerce,D2C,Nigeria,Lagos,Falcon Edge,Series A,6392000,USD,Follow-on expected
688,21/04/2022,LoopVault,CleanTech,WasteTech,Australia,Sydney,SOSV,Venture Debt,14577000,USD,Bankruptcy proceeding
689,3/8/2015,OrbitHarbor,Edtech,LMS,South Korea,Seoul,Y Combinator; Matrix Partners; General Catalyst,Series B,32578000,USD,Exited - IPO
690,14/09/2025,HarborVault,Edtech,LMS,India,Mumbai,Khosla Ventures,Pre-Seed,36569,USD,Acquired by Strategic
691,13/02/2019,LabsLabs,Gaming,Mobile Games,Japan,Tokyo,Elevation Capital,Growth,369133000,USD,Acquired
692,25/08/2021,CoreSpark,Gaming,Esports,India,Bengaluru,SOSV,Series A,18089000,USD,Partnership announced
693,19/09/2015,BridgeLumenSeed,E-commerce,D2C,Germany,Berlin,Seedcamp; Angel: L. Wang,Seed,4609000,USD,Partnership announced
694,11/7/2018,ByteEdge,SaaS,HRTech,Singapore,Singapore,Founders Fund,Growth,393241000,USD,Bankruptcy proceeding
695,29/01/2019,LinkWisePeak,Edtech,K12,Nigeria,Lagos,Y Combinator,Seed,393645,USD,Active
696,22/09/2020,SeedLabs,Fintech,Insurtech,Nigeria,Lagos,IDG Capital; Matrix Partners,Series A,18457000,USD,Partnership announced
697,10/2/2018,VaultForge,SaaS,HRTech,India,Bengaluru,DST Global; Founders Fund; Lightspeed,Seed,1905000,USD,Acquired by Strategic
698,3/8/2022,SeedEdge,E-commerce,Vertical Commerce,China,Beijing,Tiger Global,Series B,31920000,USD,Series delayed
699,1/11/2023,CoreNova,Gaming,Game Tools,India,Bengaluru,Bessemer Venture Partners; Andreessen Horowitz,Series B,78643000,USD,Bankruptcy proceeding
700,26/01/2019,CloudEdge,E-commerce,Marketplaces,Nigeria,Lagos,PayPal Ventures,Seed,4700000,USD,Down round
701,26/10/2024,BridgeSpark,Healthtech,Biotech,India,Mumbai,Y Combinator; Blume Ventures,Angel,65051,USD,Acquired
702,15/05/2019,LoopVault,AgriTech,Ag Marketplaces,Nigeria,Lagos,Blume Ventures; PayPal Ventures,Seed,931027,USD,Partnership announced
703,17/05/2022,EdgeCore,Logistics,ColdChain,UAE,Dubai,IDG Capital,Series B,44771000,USD,Bankruptcy proceeding
704,15/12/2023,OrbitFlux,Fintech,Insurtech,India,Mumbai,Blume Ventures; 500 Startups,Series B,66136000,USD,Bridge round
705,11/11/2015,SyncZenLink,Logistics,FleetMgmt,Australia,Sydney,Bessemer Venture Partners; PayPal Ventures; Tiger Global,Series B,21669000,USD,Bankruptcy proceeding
706,10/10/2020,PeakLumenSeed,E-commerce,Logistics,India,Bengaluru,SOSV; Andreessen Horowitz,M&A,456249000,USD,Acquired by LogiX
707,26/10/2025,PeakOrbit,Fintech,Lending,Nigeria,Lagos,Chiratae; IDG Capital; DST Global; Angel: L. Wang,Series C,161118000,USD,Down round
708,8/4/2016,PeakSync,AI,NLP,Brazil,São Paulo,Norwest,Angel,36689,USD,Series delayed
709,1/6/2019,FluxHarbor,Healthtech,Health Analytics,Australia,Sydney,SOSV,Series A,10884000,USD,Series delayed
710,7/5/2018,LabsNova,Fintech,Lending,Mexico,Mexico City,DST Global,Growth,50868000,USD,Exited - IPO
711,28/01/2025,WiseLabs,Edtech,LMS,France,Paris,Tiger Global,Pre-Seed,0,USD,Undisclosed amount
712,6/1/2021,LabsGrid,Gaming,Game Tools,India,Mumbai,Bessemer Venture Partners,Series A,14560000,USD,Partnership announced
713,15/02/2017,ByteEdge,Edtech,Upskilling,France,Paris,Seedcamp,Series C,33119000,USD,Acquired by Strategic
714,22/07/2020,SeedEdgeMint,AI,Computer Vision,Singapore,Singapore,Benchmark; Y Combinator; Bessemer Venture Partners,Series B,74330000,USD,Acquired by Strategic
715,25/02/2015,SyncBytePeak,Biotech,Genomics,Germany,Berlin,Andreessen Horowitz,IPO,1752338000,USD,Exited - IPO
716,16/09/2016,OrbitLinkSync,AgriTech,PrecisionAg,South Korea,Seoul,Bessemer Venture Partners,Series A,11470000,USD,Bridge round
717,2/8/2024,HarborHarborEdge,E-commerce,D2C,South Korea,Seoul,IDG Capital; DST Global,Seed,964570,USD,Down round
718,8/1/2016,CoreWise,Biotech,Therapeutics,Canada,Toronto,Accel,M&A,998612000,USD,Acquired by MegaTech
719,29/07/2025,SeedWise,Biotech,Bioinformatics,USA,San Francisco,Benchmark,Series A,3733000,USD,Down round
720,10/3/2025,LabsWiseLink,Fintech,Neobanking,USA,San Francisco,Lightspeed; Khosla Ventures,Pre-Seed,91563,USD,Bridge round
721,31/01/2024,VaultBridge,AI,Robotics,Australia,Sydney,Andreessen Horowitz; PayPal Ventures,Seed,214601,USD,Series delayed
722,7/5/2016,BridgeHarbor,SaaS,DevTools,India,Bengaluru,Andreessen Horowitz; Elevation Capital,Series A,4927000,USD,Down round
723,15/07/2023,LumenVault,CleanTech,Energy Storage,UK,London,SOSV,IPO,0,USD,Undisclosed amount
724,19/03/2025,ZenSpark,SaaS,Analytics,Nigeria,Lagos,500 Startups; Elevation Capital,Series B,56619000,USD,Acquired by Strategic
725,22/04/2023,SparkPeak,Logistics,LastMile,Singapore,Singapore,Falcon Edge; Angel: R. Sharma,Series B,27305000,USD,Series delayed
726,17/01/2018,LinkNova,Healthtech,MedDevices,Japan,Tokyo,Norwest,Series C,236239000,USD,Follow-on expected
727,4/1/2018,LabsLinkSync,AgriTech,PrecisionAg,Brazil,São Paulo,SoftBank Vision Fund,Series A,19619000,USD,Active
728,26/03/2024,LumenLabs,E-commerce,Marketplaces,Israel,Tel Aviv,Benchmark; Sequoia Capital; Elevation Capital,IPO,646478000,USD,Active
729,9/11/2021,MintByte,Gaming,Game Tools,Netherlands,Amsterdam,Andreessen Horowitz,Seed,4708000,USD,Partnership announced
730,13/05/2023,CoreHarborCloud,AI,NLP,Canada,Toronto,Falcon Edge,Seed,231185,USD,Partnership announced
731,11/6/2023,EdgeGrid,Logistics,FleetMgmt,Japan,Tokyo,Elevation Capital,Seed,2355000,USD,Down round
732,2/9/2024,PulseBridge,Biotech,Diagnostics,Israel,Tel Aviv,500 Startups,Venture Debt,6788000,USD,Operational
733,10/8/2016,WiseSync,Edtech,Test Prep,India,Bengaluru,Chiratae; DST Global,Seed,1591000,USD,Operational
734,25/02/2015,ByteEdgeSync,Biotech,Therapeutics,Brazil,São Paulo,Norwest; Accel,Seed,198889,USD,Acquired
735,15/12/2015,EdgeSpark,Gaming,Mobile Games,India,Bengaluru,PayPal Ventures,IPO,278361000,USD,Bankruptcy proceeding
736,4/2/2021,NovaByte,Edtech,Test Prep,Netherlands,Amsterdam,Seedcamp,Series A,10181000,USD,Acquired
737,18/12/2018,FluxSyncPeak,Healthtech,Biotech,Israel,Tel Aviv,Bessemer Venture Partners,Pre-Seed,34401,USD,Acquired by Strategic
738,26/11/2021,LabsLoop,Healthtech,Biotech,Singapore,Singapore,Khosla Ventures,M&A,242079000,USD,Acquired
739,3/1/2022,LoopLabs,Edtech,LMS,Brazil,São Paulo,Andreessen Horowitz; Chiratae,Seed,1621000,USD,Bridge round
740,28/08/2016,GridVault,Gaming,Game Tools,Canada,Toronto,Andreessen Horowitz; Elevation Capital,Series C,71001000,USD,Operational
741,3/10/2019,SeedWise,Healthtech,Biotech,Canada,Toronto,Blume Ventures; Norwest; Matrix Partners,Seed,2810000,USD,Bankruptcy proceeding
742,5/1/2021,CoreZen,AI,NLP,India,Mumbai,Founders Fund,Angel,298011,USD,Bankruptcy proceeding
743,25/04/2020,LabsByte,Logistics,FleetMgmt,UK,London,Accel,Seed,124042,USD,Exited - IPO
744,17/08/2015,EdgeLabsSeed,Edtech,Test Prep,Japan,Tokyo,Bessemer Venture Partners; SoftBank Vision Fund; Lightspeed,Seed,4726000,USD,Product pivot
745,5/10/2024,NovaEdge,Fintech,Lending,France,Paris,Tiger Global; General Catalyst,Pre-Seed,18894,USD,Exited - IPO
746,27/07/2016,OrbitSeedFlux,SaaS,HRTech,India,Bengaluru,Blume Ventures,Series A,15975000,USD,Operational
747,23/08/2020,NovaCore,AI,Generative AI,India,Bengaluru,Elevation Capital; Angel: R. Sharma,Seed,1408000,USD,Acquired by Strategic
748,12/1/2016,CoreEdgeVault,CleanTech,EV Infrastructure,South Africa,Johannesburg,Blume Ventures,Series A,9627000,USD,Down round
749,6/7/2018,HarborCoreCore,Fintech,Neobanking,China,Beijing,Tiger Global; Seedcamp,Seed,4792000,USD,Follow-on expected
750,6/10/2018,SyncFlux,AI,Generative AI,India,Bengaluru,DST Global,Seed,975771,USD,Follow-on expected
751,13/05/2015,CloudZen,Healthtech,MedDevices,Mexico,Mexico City,Lightspeed,Pre-Seed,45516,USD,Bankruptcy proceeding
752,10/8/2020,MintCore,AgriTech,FarmTech,USA,San Francisco,Accel; Matrix Partners; Khosla Ventures,Pre-Seed,17217,USD,Product pivot
753,7/5/2020,ByteFluxLink,Edtech,K12,Netherlands,Amsterdam,Andreessen Horowitz; Angel: L. Wang,Series A,18897000,USD,Follow-on expected
754,16/08/2020,VaultForgeHarbor,Healthtech,Telemedicine,India,Mumbai,Seedcamp; Blume Ventures,Venture Debt,46232000,USD,Series delayed
755,7/9/2023,CoreSyncPulse,AI,Generative AI,Israel,Tel Aviv,Bessemer Venture Partners; Sequoia Capital,Seed,3123000,USD,Bankruptcy proceeding
756,11/12/2023,SparkLabs,Edtech,LMS,Germany,Berlin,Khosla Ventures; Founders Fund,Series C,106570000,USD,Operational
757,28/08/2023,CloudSpark,E-commerce,D2C,UK,London,Tiger Global,Seed,3148000,USD,Bridge round
758,11/8/2024,PeakEdgeGrid,CleanTech,Solar,Germany,Berlin,Khosla Ventures,M&A,525264000,USD,Acquired by LogiX
759,22/03/2022,VaultSync,AI,Computer Vision,South Korea,Seoul,Chiratae; Sequoia Capital,Series A,10819000,USD,Product pivot
760,20/10/2024,PeakZen,Fintech,Neobanking,Germany,Berlin,Tiger Global,Seed,1427000,USD,Exited - IPO
761,22/09/2015,MintForge,Gaming,Cloud Gaming,Germany,Berlin,Norwest; Bessemer Venture Partners; Lightspeed,Seed,1009000,USD,Operational
762,9/5/2015,CoreByteLoop,CleanTech,Energy Storage,Canada,Toronto,Andreessen Horowitz; Elevation Capital; Lightspeed,Series A,7226000,USD,Acquired by Strategic
763,3/8/2016,CloudCore,SaaS,HRTech,India,Bengaluru,Benchmark; Elevation Capital,Growth,427279000,USD,Acquired
764,10/2/2025,MintFlux,CleanTech,WasteTech,Brazil,São Paulo,Sequoia Capital,Seed,2276000,USD,Follow-on expected
765,25/03/2024,LumenForge,Biotech,Bioinformatics,UAE,Dubai,Bessemer Venture Partners; Matrix Partners; Seedcamp,Series A,7392000,USD,Down round
766,7/8/2020,LabsPeak,Gaming,Esports,Netherlands,Amsterdam,500 Startups,Series B,52482000,USD,Acquired by Strategic
767,18/09/2019,LumenLinkForge,Fintech,Lending,Israel,Tel Aviv,SOSV,Series B,23079000,USD,Acquired by Strategic
768,18/08/2020,SeedSpark,SaaS,MarTech,South Africa,Johannesburg,Accel; Khosla Ventures,IPO,845120000,USD,Partnership announced
769,21/12/2016,WiseLoop,Biotech,Bioinformatics,France,Paris,PayPal Ventures,Angel,294408,USD,Follow-on expected
770,27/02/2025,ZenLabs,Edtech,LMS,China,Beijing,Seedcamp; DST Global,Seed,3770000,USD,Acquired
771,27/06/2022,WisePulse,AgriTech,FarmTech,Germany,Berlin,IDG Capital; Falcon Edge,Series A,5345000,USD,Down round
772,26/03/2022,VaultCoreNova,Logistics,ColdChain,Germany,Berlin,Matrix Partners; 500 Startups; Bessemer Venture Partners,Seed,4039000,USD,Exited - IPO
773,18/01/2015,ByteNova,Logistics,FreightTech,Canada,Toronto,Bessemer Venture Partners,Growth,162002000,USD,Active
774,24/03/2022,ByteBridge,AI,Robotics,Netherlands,Amsterdam,SoftBank Vision Fund; Founders Fund; Norwest,Seed,4900000,USD,Acquired by Strategic
775,18/12/2022,OrbitLabs,Gaming,Cloud Gaming,Singapore,Singapore,Bessemer Venture Partners,Series A,12675000,USD,Partnership announced
776,19/01/2022,EdgeNovaForge,Biotech,Diagnostics,Nigeria,Lagos,Tiger Global; Angel: A. Kapoor,Seed,2805000,USD,Product pivot
777,25/01/2025,FluxPulse,Healthtech,Biotech,India,Bengaluru,Elevation Capital; Matrix Partners; Blume Ventures,Series C,100087000,USD,Series delayed
778,30/03/2016,ForgeLabs,Biotech,Diagnostics,USA,San Francisco,Elevation Capital; Falcon Edge,Seed,1306000,USD,Acquired
779,31/03/2015,ZenSpark,E-commerce,D2C,UK,London,Lightspeed; Norwest; Y Combinator,Seed,3132000,USD,Partnership announced
780,25/05/2022,HarborForgeByte,Gaming,Cloud Gaming,China,Beijing,Blume Ventures; Khosla Ventures; Accel,Venture Debt,43017000,USD,Acquired
781,13/05/2016,ForgeNova,AI,Generative AI,Mexico,Mexico City,SOSV,Series B,0,USD,Undisclosed amount
782,8/12/2015,SeedEdgeCloud,Logistics,FleetMgmt,India,Bengaluru,Accel; PayPal Ventures,Growth,81627000,USD,Bridge round
783,27/06/2019,CloudLink,Healthtech,Health Analytics,Nigeria,Lagos,General Catalyst; Bessemer Venture Partners,Series B,72686000,USD,Down round
